m,z,ZAMS_L,ZAMS_T,ZAMS_age,young_exists,old_exists
1.4,0.013000000000000001,0.2733,5258.4,30.0,1.0,0.0
1.45,0.013000000000000001,0.3315,5313.8,30.0,1.0,0.0
1.501,0.013000000000000001,0.7170000000000001,7004.9,11.7425,1.0,0.0
1.51,0.013000000000000001,0.7672,7632.0,20.0,1.0,1.0
1.53,0.013000000000000001,0.7941,7737.6,20.0,1.0,1.0
1.57,0.013000000000000001,0.841,7929.9,20.0,1.0,1.0
1.59,0.013000000000000001,0.8637,8018.8,18.96975329057856,1.0,1.0
1.61,0.013000000000000001,0.8884,8123.5,20.0,1.0,1.0
1.63,0.013000000000000001,0.9102,8214.9,20.0,1.0,1.0
1.67,0.013000000000000001,0.9540000000000001,8396.4,18.65050392908275,1.0,1.0
1.69,0.013000000000000001,0.9771,8493.1,20.0,1.0,1.0
1.71,0.013000000000000001,0.997,8577.1,17.096267713795527,1.0,1.0
1.73,0.013000000000000001,1.0181,8667.2,17.096267713795527,1.0,1.0
1.77,0.013000000000000001,1.0597,8846.1,20.0,1.0,1.0
1.79,0.013000000000000001,1.0791,8929.3,16.44392497996771,1.0,1.0
1.82,0.013000000000000001,1.1765,9046.2,10.0,1.0,0.0
1.84,0.013000000000000001,1.1954,9174.0,10.0,1.0,0.0
1.86,0.013000000000000001,1.2116,9289.4,10.0,1.0,0.0
1.92,0.013000000000000001,1.2029,9469.7,14.730378736025553,1.0,1.0
1.94,0.013000000000000001,1.2209,9550.0,14.89008669860826,1.0,1.0
1.96,0.013000000000000001,1.2388,9629.2,14.43092630618298,1.0,1.0
1.98,0.013000000000000001,1.2565,9707.8,13.402806297056813,1.0,1.0
1.42,0.013,0.5742,6693.8,30.0,1.0,1.0
1.44,0.013,0.6757,7272.0,30.0,1.0,1.0
1.46,0.013,0.7042,7384.1,30.0,1.0,1.0
1.48,0.013,0.7288,7480.1,30.0,1.0,1.0
1.52,0.013,0.7809,7686.5,20.0,1.0,1.0
1.54,0.013,0.8041,7779.6,20.0,1.0,1.0
1.58,0.013,0.8522,7975.7,20.0,1.0,1.0
1.6,0.013,0.8762,8074.3,20.0,1.0,1.0
1.62,0.013,0.8995,8169.7,20.0,1.0,1.0
1.64,0.013,0.9217,8262.8,20.0,1.0,1.0
1.65,0.013,0.9324,8307.6,20.0,1.0,1.0
1.66,0.013,0.9432,8351.6,20.0,1.0,1.0
1.68,0.013,0.9649,8441.6,17.940795839385622,1.0,1.0
1.7,0.013,0.9866,8534.8,20.0,1.0,1.0
1.72,0.013,1.0076,8621.5,16.44392497996771,1.0,1.0
1.74,0.013,1.0283,8710.7,16.740444404434903,1.0,1.0
1.75,0.013,1.0393,8759.0,20.0,1.0,1.0
1.76,0.013,1.0489,8798.8,16.44392497996771,1.0,1.0
1.78,0.013,1.0692,8886.4,16.740444404434903,1.0,1.0
1.8,0.013,1.0891,8973.1,18.035641250507584,1.0,1.0
1.82,0.013,1.1086,9056.6,15.557150389434721,1.0,1.0
1.84,0.013,1.1282,9143.0,19.38833914337296,1.0,1.0
1.85,0.013,1.1376,9183.7,16.44392497996771,1.0,1.0
1.86,0.013,1.1472,9225.4,17.523255685028285,1.0,1.0
1.9,0.013,1.1845,9388.9,14.989904175222454,1.0,1.0
1.95,0.013,1.2299,9589.5,14.969940679899613,1.0,1.0
2.0,0.013,1.2739,9785.9,13.312970568104037,1.0,1.0
2.05,0.013,1.3166,9978.0,12.203171343828425,1.0,1.0
2.1,0.013,1.358,10166.2,12.083390371891394,1.0,1.0
2.2,0.013,1.4376,10532.6,10.556182979694274,1.0,1.0
1.42,0.014,0.5585,6632.0,30.0,1.0,1.0
1.44,0.014,0.5841,6678.0,30.0,1.0,1.0
1.46,0.014,0.6911,7292.9,30.0,1.0,1.0
1.48,0.014,0.7175,7396.0,30.0,1.0,1.0
1.52,0.014,0.7693,7599.7,20.0,1.0,1.0
1.54,0.014,0.7938,7697.0,20.0,1.0,1.0
1.55,0.014,0.8057,7744.5,20.0,1.0,1.0
1.58,0.014,0.8415,7888.3,20.0,1.0,1.0
1.6,0.014,0.8656,7985.6,20.0,1.0,1.0
1.62,0.014,0.8884,8079.0,20.0,1.0,1.0
1.64,0.014,0.9102,8168.0,20.0,1.0,1.0
1.65,0.014,0.9216,8215.4,20.0,1.0,1.0
1.66,0.014,0.9325,8259.8,20.0,1.0,1.0
1.68,0.014,0.9548,8353.3,20.0,1.0,1.0
1.7,0.014,0.9761,8441.8,20.0,1.0,1.0
1.72,0.014,0.9984,8532.9,20.0,1.0,1.0
1.74,0.014,1.0188,8620.1,20.0,1.0,1.0
1.75,0.014,1.0283,8660.4,19.38833914337296,1.0,1.0
1.805,0.014,1.0836,8895.0,16.740444404434903,1.0,1.0
1.82,0.014,1.0984,8958.9,17.523255685028285,1.0,1.0
1.84,0.014,1.1177,9041.1,16.196825459578385,1.0,1.0
1.85,0.014,1.1273,9082.7,16.422426479496178,1.0,1.0
1.86,0.014,1.1369,9123.8,15.676314895795315,1.0,1.0
1.88,0.014,1.1558,9206.4,17.523255685028285,1.0,1.0
1.9,0.014,1.1744,9286.6,16.005319348370346,1.0,1.0
1.952,0.014,1.2217,9493.3,14.41096281086014,1.0,1.0
2.0,0.014,1.264,9679.7,14.041638147387633,1.0,1.0
2.05,0.014,1.3068,9870.1,12.96178416609628,1.0,1.0
2.1,0.014,1.3484,10057.1,11.933664156970112,1.0,1.0
2.2,0.014,1.4282,10420.6,10.246748802190279,1.0,1.0
1.3,0.013999999999999999,0.1745,5220.0,30.0,1.0,0.0
1.45,0.013999999999999999,0.3226,5305.1,30.0,1.0,0.0
1.51,0.013999999999999999,0.7558,7545.2,20.0,1.0,1.0
1.531,0.013999999999999999,0.7836,7655.5,20.0,1.0,1.0
1.55,0.013999999999999999,0.8057,7744.5,20.0,1.0,1.0
1.57,0.013999999999999999,0.8307,7844.0,20.0,1.0,1.0
1.59,0.013999999999999999,0.8551,7940.9,20.0,1.0,1.0
1.61,0.013999999999999999,0.8773,8033.2,20.0,1.0,1.0
1.63,0.013999999999999999,0.8989,8120.8,20.0,1.0,1.0
1.67,0.013999999999999999,0.9443,8309.0,20.0,1.0,1.0
1.69,0.013999999999999999,0.9658,8398.5,20.0,1.0,1.0
1.71,0.013999999999999999,0.9878,8489.0,20.0,1.0,1.0
1.73,0.013999999999999999,1.0086,8576.3,20.0,1.0,1.0
1.79,0.013999999999999999,1.0695,8834.6,20.0,1.0,1.0
1.82,0.013999999999999999,1.1643,8963.9,10.0,1.0,0.0
1.84,0.013999999999999999,1.1823,9083.3,10.0,1.0,0.0
1.86,0.013999999999999999,1.1968,9194.2,10.0,1.0,0.0
1.88,0.013999999999999999,1.2095,9290.4,10.0,1.0,0.0
1.92,0.013999999999999999,1.1928,9367.0,17.085365039932018,1.0,1.0
1.94,0.013999999999999999,1.2109,9445.6,14.949977184576776,1.0,1.0
1.98,0.013999999999999999,1.2465,9602.6,14.201346109970341,1.0,1.0
1.3,0.015,0.3792,6339.3,30.0,1.0,1.0
1.35,0.015,0.4486,6431.2,30.0,1.0,1.0
1.42,0.015,0.5426,6574.1,30.0,1.0,1.0
1.481,0.015,0.7083,7322.6,30.0,1.0,1.0
1.5,0.015,0.7329,7417.0,20.0,1.0,1.0
1.51,0.015,0.7462,7468.0,20.0,1.0,1.0
1.52,0.015,0.7577,7513.4,20.0,1.0,1.0
1.53,0.015,0.7695,7556.4,20.0,1.0,1.0
1.54,0.015,0.7829,7612.0,20.0,1.0,1.0
1.551,0.015,0.7953,7656.9,20.0,1.0,1.0
1.56,0.015,0.8063,7702.9,20.0,1.0,1.0
1.57,0.015,0.8184,7751.1,20.0,1.0,1.0
1.58,0.015,0.8306,7801.3,20.0,1.0,1.0
1.59,0.015,0.8435,7852.0,20.0,1.0,1.0
1.6,0.015,0.8543,7896.5,20.0,1.0,1.0
1.61,0.015,0.8668,7945.4,20.0,1.0,1.0
1.62,0.015,0.8774,7989.5,20.0,1.0,1.0
1.63,0.015,0.8901,8038.5,20.0,1.0,1.0
1.64,0.015,0.9006,8082.7,20.0,1.0,1.0
1.65,0.015,0.911,8125.9,20.0,1.0,1.0
1.66,0.015,0.9221,8170.9,20.0,1.0,1.0
1.67,0.015,0.9344,8219.3,20.0,1.0,1.0
1.68,0.015,0.9437,8258.4,20.0,1.0,1.0
1.69,0.015,0.9566,8308.6,20.0,1.0,1.0
1.7,0.015,0.9653,8345.4,18.65050392908275,1.0,1.0
1.71,0.015,0.9761,8392.8,20.0,1.0,1.0
1.73,0.015,0.9972,8480.2,20.0,1.0,1.0
1.74,0.015,1.0075,8519.6,17.096267713795527,1.0,1.0
1.75,0.015,1.0188,8569.2,20.0,1.0,1.0
1.76,0.015,1.0281,8606.6,17.096267713795527,1.0,1.0
1.77,0.015,1.0386,8653.5,20.0,1.0,1.0
1.78,0.015,1.0485,8695.1,20.0,1.0,1.0
1.79,0.015,1.0585,8736.9,20.0,1.0,1.0
1.7990000000000002,0.015,1.0675,8774.7,20.0,1.0,1.0
1.82,0.015,1.0881,8860.6,16.740444404434903,1.0,1.0
1.84,0.015,1.1076,8942.5,15.99090919258728,1.0,1.0
1.85,0.015,1.1172,8985.6,20.0,1.0,1.0
1.86,0.015,1.1267,9024.5,16.44392497996771,1.0,1.0
1.88,0.015,1.1457,9105.7,15.676314895795315,1.0,1.0
1.9,0.015,1.1643,9186.5,17.502574940457787,1.0,1.0
1.92,0.015,1.1827,9265.8,15.697929294988725,1.0,1.0
1.94,0.015,1.2009,9344.2,15.233279871233172,1.0,1.0
1.95,0.015,1.2099,9383.7,16.737690122827225,1.0,1.0
1.96,0.015,1.2189,9422.5,15.837652046525823,1.0,1.0
1.98,0.015,1.2366,9499.5,14.790269221994064,1.0,1.0
2.0,0.015,1.2541,9575.9,14.321127081907367,1.0,1.0
2.05,0.015,1.2971,9765.0,13.97992242756103,1.0,1.0
2.1,0.015,1.3388,9949.8,12.243098334474105,1.0,1.0
2.2,0.015,1.4188,10310.9,10.775781428245494,1.0,1.0
1.3,0.016,0.3634,6295.8,30.0,1.0,1.0
1.35,0.016,0.4338,6389.3,30.0,1.0,1.0
1.42,0.016,0.5274,6521.0,30.0,1.0,1.0
1.44,0.016,0.5528,6562.3,30.0,1.0,1.0
1.45,0.016,0.5658,6583.8,30.0,1.0,1.0
1.46,0.016,0.5784,6604.8,30.0,1.0,1.0
1.481,0.016,0.6045,6649.8,30.0,1.0,1.0
1.5,0.016,0.7222,7336.3,20.0,1.0,1.0
1.51,0.016,0.7335,7378.1,20.0,1.0,1.0
1.531,0.016,0.7601,7481.7,20.0,1.0,1.0
1.54,0.016,0.7718,7527.8,20.0,1.0,1.0
1.55,0.016,0.7837,7573.9,20.0,1.0,1.0
1.56,0.016,0.7955,7619.5,20.0,1.0,1.0
1.57,0.016,0.8079999999999999,7669.6,20.0,1.0,1.0
1.58,0.016,0.8196,7715.0,20.0,1.0,1.0
1.59,0.016,0.8316,7762.7,20.0,1.0,1.0
1.6,0.016,0.8428,7804.9,20.0,1.0,1.0
1.61,0.016,0.8559,7858.2,20.0,1.0,1.0
1.62,0.016,0.8659,7896.6,20.0,1.0,1.0
1.63,0.016,0.8785,7948.8,20.0,1.0,1.0
1.65,0.016,0.901,8039.3,20.0,1.0,1.0
1.66,0.016,0.9126,8085.0,20.0,1.0,1.0
1.67,0.016,0.9221,8123.9,20.0,1.0,1.0
1.68,0.016,0.9331,8167.3,20.0,1.0,1.0
1.69,0.016,0.9449,8217.0,20.0,1.0,1.0
1.7,0.016,0.955,8258.8,20.0,1.0,1.0
1.71,0.016,0.9658,8302.8,20.0,1.0,1.0
1.72,0.016,0.9762,8340.7,20.0,1.0,1.0
1.73,0.016,0.9866,8383.9,20.0,1.0,1.0
1.74,0.016,0.997,8427.2,20.0,1.0,1.0
1.75,0.016,1.0074,8472.2,20.0,1.0,1.0
1.76,0.016,1.0179,8517.4,20.0,1.0,1.0
1.77,0.016,1.028,8554.3,20.0,1.0,1.0
1.78,0.016,1.0381,8596.5,20.0,1.0,1.0
1.79,0.016,1.0482,8639.4,20.0,1.0,1.0
1.8,0.016,1.0585,8685.3,20.0,1.0,1.0
1.82,0.016,1.0779,8766.4,20.0,1.0,1.0
1.84,0.016,1.0976,8848.7,20.0,1.0,1.0
1.85,0.016,1.107,8888.3,18.65050392908275,1.0,1.0
1.86,0.016,1.1166,8928.1,17.523255685028285,1.0,1.0
1.88,0.016,1.1355,9008.7,18.035641250507584,1.0,1.0
1.9,0.016,1.1543,9088.8,19.324947785954322,1.0,1.0
1.92,0.016,1.1729,9167.4,20.0,1.0,1.0
1.94,0.016,1.1911,9244.9,20.0,1.0,1.0
1.95,0.016,1.2,9283.5,16.206520110583774,1.0,1.0
1.96,0.016,1.209,9322.0,16.005319348370346,1.0,1.0
1.98,0.016,1.2268,9398.3,14.730378736025553,1.0,1.0
2.0,0.016,1.2443,9474.7,16.206520110583774,1.0,1.0
2.05,0.016,1.2874,9661.7,13.920031941592514,1.0,1.0
2.1,0.016,1.3292,9845.6,12.75216746520648,1.0,1.0
2.2,0.016,1.4095,10203.7,11.080110361385099,1.0,1.0
1.42,0.017,0.5122,6470.7,30.0,1.0,1.0
1.44,0.017,0.5391,6515.0,30.0,1.0,0.0
1.46,0.017,0.5624,6548.5,30.0,1.0,0.0
1.51,0.017,0.7221,7294.4,20.0,1.0,1.0
1.53,0.017,0.7473,7390.6,20.0,1.0,1.0
1.55,0.017,0.7724,7489.1,20.0,1.0,1.0
1.571,0.017,0.7996,7593.8,20.0,1.0,1.0
1.59,0.017,0.8202,7672.6,20.0,1.0,1.0
1.61,0.017,0.8447,7771.4,20.0,1.0,1.0
1.63,0.017,0.8688,7864.0,20.0,1.0,1.0
1.67,0.017,0.9125,8040.3,20.0,1.0,1.0
1.69,0.017,0.9334,8123.2,20.0,1.0,1.0
1.71,0.017,0.9551,8206.4,20.0,1.0,1.0
1.72,0.017,0.9657,8250.0,20.0,1.0,1.0
1.732,0.017,0.98,8309.4,20.0,1.0,1.0
1.74,0.017,0.9867,8339.7,20.0,1.0,1.0
1.75,0.017,0.9972,8377.1,20.0,1.0,1.0
1.76,0.017,1.0076,8425.6,20.0,1.0,1.0
1.77,0.017,1.0177,8467.4,20.0,1.0,1.0
1.781,0.017,1.0288,8509.9,20.0,1.0,1.0
1.7919999999999998,0.017,1.0398,8557.4,20.0,1.0,1.0
1.8,0.017,1.0479,8591.3,20.0,1.0,1.0
1.82,0.017,1.068,8673.5,20.0,1.0,1.0
1.84,0.017,1.0873,8754.0,20.0,1.0,1.0
1.85,0.017,1.0972,8794.9,20.0,1.0,1.0
1.86,0.017,1.1064,8832.7,18.035641250507584,1.0,1.0
1.9,0.017,1.1442,8991.0,17.085365039932018,1.0,1.0
1.92,0.017,1.1628,9068.8,15.837652046525823,1.0,1.0
1.94,0.017,1.1813,9147.5,20.0,1.0,1.0
1.95,0.017,1.1903,9185.7,20.0,1.0,1.0
1.96,0.017,1.1991,9223.5,16.447961025239884,1.0,1.0
1.98,0.017,1.217,9300.0,18.6040090778458,1.0,1.0
2.0,0.017,1.2345,9374.5,14.943713435555232,1.0,1.0
2.05,0.017,1.2777,9560.4,14.518936801277663,1.0,1.0
1.3,0.018000000000000002,0.3338,6218.5,30.0,1.0,1.0
1.35,0.018000000000000002,0.4037,6306.2,30.0,1.0,1.0
1.4,0.018000000000000002,0.4713,6394.1,30.0,1.0,1.0
1.42,0.018000000000000002,0.4972,6428.8,30.0,1.0,1.0
1.44,0.018000000000000002,0.5236,6466.5,30.0,1.0,1.0
1.45,0.018000000000000002,0.5352,6481.2,30.0,1.0,1.0
1.462,0.018000000000000002,0.5498,6503.0,30.0,1.0,1.0
1.48,0.018000000000000002,0.5725,6538.0,30.0,1.0,1.0
1.5,0.018000000000000002,0.5968,6576.3,20.0,1.0,1.0
1.54,0.018000000000000002,0.7495,7362.9,20.0,1.0,1.0
1.55,0.018000000000000002,0.7618,7409.3,20.0,1.0,1.0
1.56,0.018000000000000002,0.7751,7459.4,20.0,1.0,1.0
1.58,0.018000000000000002,0.7976,7545.5,20.0,1.0,1.0
1.6,0.018000000000000002,0.8213,7636.3,20.0,1.0,1.0
1.62,0.018000000000000002,0.8452,7731.2,20.0,1.0,1.0
1.64,0.018000000000000002,0.8690000000000001,7822.8,20.0,1.0,1.0
1.65,0.018000000000000002,0.8786,7859.1,20.0,1.0,1.0
1.66,0.018000000000000002,0.8914,7911.0,20.0,1.0,1.0
1.68,0.018000000000000002,0.9119,7991.4,20.0,1.0,1.0
1.7,0.018000000000000002,0.935,8083.8,20.0,1.0,1.0
1.71,0.018000000000000002,0.9463,8127.3,20.0,1.0,1.0
1.72,0.018000000000000002,0.9564,8169.2,20.0,1.0,1.0
1.74,0.018000000000000002,0.9769,8253.2,20.0,1.0,1.0
1.75,0.018000000000000002,0.9866,8291.7,20.0,1.0,1.0
1.76,0.018000000000000002,0.9972,8329.1,20.0,1.0,1.0
1.77,0.018000000000000002,1.0074,8376.8,20.0,1.0,1.0
1.78,0.018000000000000002,1.0175,8417.6,20.0,1.0,1.0
1.79,0.018000000000000002,1.0277,8459.0,20.0,1.0,1.0
1.8,0.018000000000000002,1.0378,8500.3,20.0,1.0,1.0
1.824,0.018000000000000002,1.0616,8597.6,20.0,1.0,1.0
1.86,0.018000000000000002,1.0965,8740.8,20.0,1.0,1.0
1.88,0.018000000000000002,1.1157,8819.6,20.0,1.0,1.0
1.9,0.018000000000000002,1.1343,8895.7,17.085365039932018,1.0,1.0
1.92,0.018000000000000002,1.1529,8974.2,18.6040090778458,1.0,1.0
1.94,0.018000000000000002,1.1713,9050.2,16.005319348370346,1.0,1.0
1.95,0.018000000000000002,1.1803,9088.5,16.005319348370346,1.0,1.0
1.96,0.018000000000000002,1.1893,9126.9,16.737690122827225,1.0,1.0
1.98,0.018000000000000002,1.2072,9202.5,17.085365039932018,1.0,1.0
2.0,0.018000000000000002,1.2249,9277.3,18.003226821088703,1.0,1.0
2.05,0.018000000000000002,1.2681,9461.5,14.736968259079134,1.0,1.0
2.1,0.018000000000000002,1.3103,9642.9,13.785516545117119,1.0,1.0
2.2,0.018000000000000002,1.391,9996.0,12.199032127081757,1.0,1.0
1.42,0.019,0.4811,6382.8,30.0,1.0,1.0
1.444,0.019,0.5126,6425.7,30.0,1.0,1.0
1.46,0.019,0.5329,6452.3,30.0,1.0,1.0
1.48,0.019,0.5576,6489.5,30.0,1.0,1.0
1.95,0.019,1.1706,8993.1,16.005319348370346,1.0,1.0
2.05,0.019,1.2586,9364.6,15.913378783338564,1.0,1.0
1.3,0.02,0.3052,6147.5,30.0,1.0,1.0
1.35,0.02,0.3742,6229.5,30.0,1.0,1.0
1.4,0.02,0.4406,6309.4,30.0,1.0,1.0
1.42,0.02,0.467,6342.7,30.0,1.0,1.0
1.44,0.02,0.4929,6373.9,30.0,1.0,1.0
1.45,0.02,0.5065,6395.8,30.0,1.0,1.0
1.46,0.02,0.5199,6414.2,30.0,1.0,1.0
1.48,0.02,0.5439,6446.0,30.0,1.0,1.0
1.5,0.02,0.5671,6476.9,20.0,1.0,1.0
1.55,0.02,0.6274,6570.0,20.0,1.0,1.0
1.6030000000000002,0.02,0.8035,7487.8,20.0,1.0,1.0
1.65,0.02,0.8575,7694.0,20.0,1.0,1.0
1.7,0.02,0.9138,7912.0,20.0,1.0,1.0
1.751,0.02,0.9670000000000001,8118.1,20.0,1.0,1.0
1.8,0.02,1.0172,8318.8,20.0,1.0,1.0
1.9,0.02,1.1145,8712.0,19.324947785954322,1.0,1.0
1.95,0.02,1.1609,8900.1,16.206520110583774,1.0,1.0
2.0,0.02,1.2056,9087.3,19.324947785954322,1.0,1.0
2.05,0.02,1.2492,9268.9,15.360106775448358,1.0,1.0
2.1,0.02,1.2913,9447.4,16.098381713175336,1.0,1.0
2.2,0.02,1.3726,9796.1,13.440693595033181,1.0,1.0
1.3,0.022000000000000002,0.1031,5121.8,30.0,1.0,0.0
1.351,0.022000000000000002,0.1464,5130.1,30.0,1.0,0.0
1.4,0.022000000000000002,0.188,5141.6,30.0,1.0,0.0
1.42,0.022000000000000002,0.4496,6296.3,30.0,1.0,1.0
1.44,0.022000000000000002,0.4755,6328.3,30.0,1.0,1.0
1.45,0.022000000000000002,0.2362,5172.7,30.0,1.0,0.0
1.46,0.022000000000000002,0.4994,6356.0,30.0,1.0,1.0
1.485,0.022000000000000002,0.531,6398.5,30.0,1.0,1.0
1.6,0.022000000000000002,0.667,6600.1,20.0,1.0,0.0
1.6540000000000001,0.022000000000000002,0.851,7618.8,20.0,1.0,1.0
1.7,0.022000000000000002,0.9465,7718.1,20.0,1.0,0.0
1.751,0.022000000000000002,0.9553,8020.3,20.0,1.0,1.0
1.8,0.022000000000000002,1.0058,8205.6,17.74,1.0,0.0
1.953,0.022000000000000002,1.1523,8793.9,14.923527820875275,1.0,0.0
1.351,0.022,0.1464,5130.1,30.0,1.0,0.0
1.42,0.022,0.2065,5151.4,30.0,1.0,0.0
1.44,0.022,0.2263,5165.7,30.0,1.0,0.0
1.46,0.022,0.2447,5175.7,30.0,1.0,0.0
1.5,0.022,0.5487,6421.8,20.0,1.0,1.0
1.55,0.022,0.6084,6504.9,20.0,1.0,1.0
1.6,0.022,0.7884,7384.8,20.0,1.0,1.0
1.654,0.022,0.7274,6708.9,20.0,1.0,0.0
1.7,0.022,0.9002,7806.3,20.0,1.0,1.0
1.751,0.022,0.9754,8027.4,20.0,1.0,0.0
1.8,0.022,1.0051,8211.1,20.0,1.0,1.0
1.85,0.022,1.0567,8396.4,15.0,1.0,0.0
1.9,0.022,1.1024,8600.3,20.0,1.0,1.0
1.953,0.022,1.1523,8793.9,14.923527820875275,1.0,0.0
2.0,0.022,1.1938,8969.8,17.502574940457787,1.0,1.0
2.05,0.022,1.2375,9150.4,16.586789447944426,1.0,1.0
2.1,0.022,1.28,9326.9,15.913378783338564,1.0,1.0
2.2,0.022,1.3615,9671.6,14.414650919466418,1.0,1.0
1.35,0.024,0.3379,6138.3,30.0,1.0,1.0
1.4,0.024,0.4043,6215.6,30.0,1.0,1.0
1.42,0.024,0.43,6245.0,30.0,1.0,1.0
1.44,0.024,0.4571,6280.4,30.0,1.0,1.0
1.45,0.024,0.4688,6292.2,30.0,1.0,1.0
1.46,0.024,0.4819,6309.5,30.0,1.0,1.0
1.501,0.024,0.5322,6371.0,20.0,1.0,1.0
1.55,0.024,0.5907,6449.7,20.0,1.0,1.0
1.6,0.024,0.6486,6534.8,20.0,1.0,1.0
1.75,0.024,0.9419,7916.5,20.0,1.0,1.0
1.8,0.024,0.994,8113.7,20.0,1.0,1.0
1.85,0.024,1.0426,8305.2,20.0,1.0,1.0
1.9,0.024,1.0906,8493.8,20.0,1.0,1.0
2.0,0.024,1.1823,8857.8,18.003226821088703,1.0,1.0
2.05,0.024,1.2263,9035.5,16.320385228979465,1.0,1.0
2.1,0.024,1.2687,9211.3,17.750443076383352,1.0,1.0
2.2,0.024,1.3505,9552.3,15.610715268320751,1.0,1.0
1.3,0.026000000000000002,0.0803,5085.1,30.0,1.0,0.0
1.35,0.026000000000000002,0.1223,5092.6,30.0,1.0,0.0
1.4,0.026000000000000002,0.1705,5121.1,30.0,1.0,0.0
1.421,0.026000000000000002,0.4137,6200.9,30.0,1.0,1.0
1.44,0.026000000000000002,0.439,6233.5,30.0,1.0,1.0
1.45,0.026000000000000002,0.2123,5133.8,30.0,1.0,0.0
1.462,0.026000000000000002,0.4675,6268.1,30.0,1.0,1.0
1.5,0.026000000000000002,0.5584,6378.1,20.0,1.0,0.0
1.605,0.026000000000000002,0.6369,6485.8,20.0,1.0,0.0
1.65,0.026000000000000002,0.6872,6563.6,20.0,1.0,0.0
1.7530000000000001,0.026000000000000002,0.9327,7822.7,20.0,1.0,1.0
1.8019999999999998,0.026000000000000002,0.9839,8021.2,20.0,1.0,1.0
1.95,0.026000000000000002,1.1275,8562.0,15.0,1.0,0.0
1.421,0.026,0.1884,5127.0,30.0,1.0,0.0
1.44,0.026,0.2089,5145.3,30.0,1.0,0.0
1.5,0.026,0.5133,6318.2,20.0,1.0,1.0
1.55,0.026,0.5725,6395.0,20.0,1.0,1.0
1.605,0.026,0.6369,6485.8,20.0,1.0,0.0
1.65,0.026,0.8201,7411.3,20.0,1.0,1.0
1.753,0.026,0.9817,7729.4,20.0,1.0,0.0
1.802,0.026,1.0075,8031.1,15.0,1.0,0.0
1.85,0.026,1.033,8175.5,15.0,1.0,0.0
1.9,0.026,1.0789,8389.2,20.0,1.0,1.0
1.95,0.026,1.1256,8570.7,20.0,1.0,1.0
2.0,0.026,1.171,8749.1,18.6040090778458,1.0,1.0
2.05,0.026,1.215,8924.9,17.29009658601191,1.0,1.0
2.1,0.026,1.2576,9098.4,17.29009658601191,1.0,1.0
2.2,0.026,1.3396,9436.3,15.759209675141252,1.0,1.0
